ID CT,ID BO,ID ME,ID ONG NOI,ID BA NOI,ID ONG NGOAI,ID BA NGOAI,SL BA NGOAI,SL ONG NGOAI,SL BA NOI,SL ONG NOI,SL ME,SL BO,SL CT
21333441049,21222450041,21222301033,21111490049,21111151030,21111330054,21111251047,0,6,1,3,0,3,0
21333441051,21222450041,21222301033,21111490049,21111151030,21111330054,21111251047,0,6,1,3,0,3,0
21333441052,21222450041,21222121011,21111490049,21111151030,21111100095,21111311088,0,0,1,3,0,3,0
21333441054,21222450041,21222011033,21111490049,21111151030,21111010144,21111511166,0,1,1,3,0,3,0
21333441063,21222450041,21222171031,21111490049,21111151030,21111120091,21111091114,1,4,1,3,0,3,0
21333441071,21222450041,21222301033,21111490049,21111151030,21111330054,21111251047,0,6,1,3,0,3,0
21333451001,21222360022,21222221032,21111490049,21111011053,21111230109,21111301085,0,0,3,3,2,1,0
21333451010,21222360022,21222351029,21111490049,21111011053,21111360051,21111191156,0,3,3,3,0,1,0
21333451015,21222360022,21222051054,21111490049,21111011053,21111030033,21111321007,0,3,3,3,0,1,0
21333451017,21222360022,21222461050,21111490049,21111011053,21111490013,21111071067,6,4,3,3,0,1,0
21333451024,21222360022,21222461050,21111490049,21111011053,21111490013,21111071067,6,4,3,3,0,1,0
21333451030,21222360022,21222221032,21111490049,21111011053,21111230109,21111301085,0,0,3,3,2,1,0
21333451034,21222360022,21222171008,21111490049,21111011053,21111120091,21111161108,0,4,3,3,0,1,0
21333451040,21222360022,21222461050,21111490049,21111011053,21111490013,21111071067,6,4,3,3,0,1,0
21333451041,21222360022,21222431032,21111490049,21111011053,21111450102,21111071079,4,3,3,3,6,1,0
21333451047,21222360022,21222431032,21111490049,21111011053,21111450102,21111071079,4,3,3,3,6,1,0
21333451061,21222360022,21222121021,21111490049,21111011053,21111100095,21111101008,0,0,3,3,0,1,0
